42003422920000,8174
42003422920000,8250
42003422920000,9765
42003422920000,8535
42003422920000,9298
42003422920000,8521.5
42003422920000,9566
42003422920000,9407
42003422920000,7950
42003422920000,9606
42003450810000,10009.5
42003450810000,9878.25
42003450810000,10684
42003450810000,10824.75
42003450810000,9995.5
42003450810000,9974.5
42003450810000,9377.75
42003450810000,10651.75
42003450810000,10643
42003450810000,10633.5
42003450810000,9984
42003450810000,10702.5
42003450810000,10848.25
42003450810000,10601.25
42003450810000,8060
42003450810000,9890.5
42003450810000,10663
42003450810000,10769.75
42003450810000,10797.25
42003450810000,10750.5
42003450810000,9349.75
42003450810000,10815
42003450810000,9367.75
42003450810000,10711.75
42003450810000,10760.5
42003450810000,10621.5
42003450810000,8045.5
42003450810000,9358.5
42003450810000,10611.75
42003450810000,9927.25
42003450810000,10859.25
42003450810000,10020.5
42003450810000,9913
42003450810000,10788
42003450810000,10804.75
42003450810000,9870.75
42003450810000,8087.5
42003450810000,8076.75
42003450810000,10834.25
42003466800000,10114
42003466800000,9911
42003466800000,10925
42003466800000,10382
42003466800000,9200
42003466800000,8958
42003466800000,6888
42003466800000,9424
42003466800000,10240
42003466800000,10672
42003466800000,10844
42003466800000,10200
42003466800000,8416.5
42003466800000,9080.5
42003466800000,11108
42003466800000,8792.5
42003466800000,10330
42003466800000,9363.5
42003466800000,7665.5
42003466800000,9595
42003466800000,8335
42003466800000,11136.5
42033321620000,7631.5
42033321620000,8239.5
42033321620000,8179.5
42033321620000,8186.5
42033321620000,8203.5
42033321620000,7694.5
42033321620000,7729.5
42033321620000,8276.5
42033321620000,7683
42033321620000,8257.5
42033321620000,8327.5
42033321620000,8249
42033321620000,8158
42033321620000,7689.5
42033321620000,8148
42033321620000,8264
42033321620000,8165.5
42033321620000,8206.5
42033321620000,7677
42033321620000,8301.5
42033321620000,8123
42033321620000,8168
42033321620000,8193.5
42033321620000,8283.5
42033321620000,8308.5
42033321620000,7739.5
42033321620000,8224.5
42033321620000,8138
42033321620000,7699.5
42033321620000,8348.5
42033321620000,8357.5
42033321620000,8316
42033321620000,7668.5
42033321620000,7678
42033321620000,8153
42033321620000,8163
42033321620000,8217.5
