42003416820000,CLFK,6514.21
42003416820000,CLFKM,6742.36
42003416820000,CLFKL,7064.26
42003416820000,LNRD,7632.1
42003416820000,SPRB,8368.73
42003416820000,SPRBM,8698.53
42003416820000,SPRBL,8930.31
42003416820000,JMLL,9169.46
42003416820000,SPRBS,9198.71
42003416820000,DEAN,9579.54
42003416820000,WFMP,9747.14
42003416820000,WFMPB,10068.9
42003416820000,WFMPC,10199.9
42003416820000,WFMPD,10530.3
42003416820000,CNYN,10835.4
42003416820000,STRN,11091.3
42003417040000,CLFK,6547.3
42003417040000,CLFKM,6968.4
42003417040000,CLFKL,7706.13
42003417040000,LNRD,8120.16
42003417040000,SPRB,8357.35
42003417040000,SPRBM,8666.38
42003417040000,SPRBL,8895.35
42003417040000,JMLL,9193.36
42003417040000,SPRBS,9223.64
42003417040000,DEAN,9570.75
42003417040000,WFMP,9746.65
42003417040000,WFMPB,9981.69
42003417040000,WFMPC,10138.9
42003417040000,WFMPD,10475.1
42003417040000,CNYN,10780.1
42003417040000,STRN,10979.8
42003422920000,CLFK,6801.4
42003422920000,CLFKM,7285.68
42003422920000,CLFKL,7660.53
42003422920000,LNRD,8143.22
42003422920000,SPRB,8638.36
42003422920000,SPRBM,8876.71
42003422920000,SPRBL,9124.94
42003422920000,JMLL,9362.53
42003422920000,SPRBS,9389.23
42003422920000,DEAN,9717.84
42003422920000,WFMP,9883.22
42003422920000,WFMPB,10103.6
42003422920000,WFMPC,10251.6
42003422920000,WFMPD,10592.1
42003422920000,CNYN,10884.5
42003422920000,STRN,11087.5
42003422920000,STRNB,11276.7
42003450810000,CLFKL,7975.54
42003450810000,LNRD,8185.89
42003450810000,SPRB,8403.26
42003450810000,SPRBM,8639.54
42003450810000,SPRBL,8896.7
42003450810000,JMLL,9145.84
42003450810000,SPRBS,9171.5
42003450810000,DEAN,9534.69
42003450810000,WFMP,9660.25
42003450810000,WFMPB,9860.07
42003450810000,WFMPC,9995.09
42003450810000,WFMPD,10450.1
42003450810000,CNYN,10656.7
42003450810000,STRN,10862.2
42003466800000,CLFK,6889.61
42003466800000,CLFKM,7285.44
42003466800000,LNRD,8270.86
42003466800000,SPRB,8470.86
42003466800000,SPRBM,8775.03
42003466800000,SPRBL,9002.12
42003466800000,JMLL,9293.78
42003466800000,SPRBS,9318.78
42003466800000,DEAN,9710.61
42003466800000,WFMP,9864.35
42003466800000,WFMPB,10089.7
42003466800000,WFMPC,10252.9
42003466800000,WFMPD,10637.2
42003466800000,CNYN,10863.8
42003466800000,STRN,11137.5
42033321620000,WFMP,7386.06
42033321620000,WFMPB,7592.59
42033321650000,DEAN,7133.27
42033321650000,WFMP,7285.23
42033321650000,WFMPB,7393.92
42033322170000,SPRB,5194.26
42033322170000,SPRBM,5571.38
42033322170000,SPRBL,5963.08
42033322170000,JMLL,6217.27
42033322170000,SPRBS,6256.86
42033322170000,DEAN,6973.6
42033322170000,WFMP,7110.34
42033322170000,WFMPB,7171.53
42033322170000,WFMPC,7348.63
42033322170000,WFMPD,7610.58
42033322170000,CNYN,7756.89
42033322170000,STRN,7991.41
42105413110000,LNRD,5106.1
42105413110000,SPRB,5424.84
42105413110000,SPRBM,5680.97
42105413110000,SPRBL,5934.64
42105413110000,JMLL,6256.7
42105413110000,SPRBS,6276.09
42105413110000,DEAN,6657.13
42105413110000,WFMP,6743.49
42105413110000,WFMPB,7085.5
42105413110000,WFMPC,7480.21
42105413530000,DEAN,5958.31
42105413530000,WFMP,6079.02
42105413530000,WFMPB,6412.42
42105413530000,WFMPC,7047.05
42105414130000,SPRB,5038.54
42105414130000,SPRBM,5269.47
42105414130000,SPRBL,5500.74
42105414130000,JMLL,5755.66
42105414130000,SPRBS,5775.2
42105414130000,DEAN,6251.18
42105414130000,WFMP,6348.42
42105414130000,WFMPB,6665.12
42105414130000,WFMPC,7292.99
42105414150000,LNRD,5743.86
42105414150000,SPRB,5929.96
42105414150000,SPRBM,6127.21
42105414150000,SPRBL,6360.83
42105414150000,JMLL,6696.91
42105414150000,SPRBS,6712.28
42105414150000,DEAN,7075.76
42105414150000,WFMP,7159.58
42105414150000,WFMPB,7512.53
42105414150000,WFMPC,7788.57
42105414250000,LNRD,4384.96
42105414250000,SPRB,4905.87
42105414250000,SPRBM,5141.32
42105414250000,SPRBL,5368.43
42105414250000,JMLL,5629.2
42105414250000,SPRBS,5650.41
42105414250000,DEAN,6114.36
42105414250000,WFMP,6208.22
42105414250000,WFMPB,6521.37
42105414250000,WFMPC,7171.49
42105414250000,WFMPD,8529.32
42105414250000,CNYN,8743.45
42105414250000,STRN,8806.81
42115334740000,CLFK,5984.8
42115334740000,CLFKM,6342.98
42115334740000,CLFKL,6889.55
42115334740000,LNRD,7578.02
42115334740000,SPRB,8089.7
42115334740000,SPRBM,8415.37
42115334740000,SPRBL,8629.42
42115334740000,JMLL,8908.57
42115334740000,SPRBS,8931.83
42115334740000,DEAN,9373.96
42115334740000,WFMP,9509.02
42115334740000,WFMPB,9769.83
42115334740000,WFMPC,9977.13
42115334740000,WFMPD,10368.1
42115334740000,CNYN,10589.2
42115334740000,STRN,10828.8
42135406580000,LNRD,7733.97
42135406580000,SPRB,7957.71
42135406580000,SPRBM,8250.21
42135406580000,SPRBL,8565.21
42135406580000,JMLL,8747.71
42135406580000,SPRBS,8762.71
42135406580000,DEAN,9065.21
42135406580000,WFMP,9161.46
42135406580000,WFMPB,9521.55
42135406580000,WFMPC,9697.71
42135411380000,CLFK,7268.37
42135411380000,CLFKM,7379.14
42135411380000,CLFKL,7688.32
42135411380000,LNRD,7946.24
42135411380000,SPRB,8161.18
42135411380000,SPRBM,8390.63
42135411380000,SPRBL,8653.88
42135411380000,JMLL,8896.51
42135411380000,SPRBS,8939.54
42135411380000,DEAN,9235.44
42135411380000,WFMP,9305.96
42135411380000,WFMPB,9517.5
42135411380000,WFMPC,9722.64
42135411380000,WFMPD,10001.4
42135411380000,CNYN,10168.4
42135411380000,STRN,10395.4
42135411380000,ATOK,10801.6
42135411380000,PSLV,11044.9
42135422860000,CLFK,7332.05
42135422860000,CLFKM,7448.72
42135422860000,LNRD,7943.17
42135422860000,SPRB,8147.34
42135422860000,SPRBM,8325.12
42135422860000,SPRBL,8589.01
42135422860000,JMLL,8826.51
42135422860000,SPRBS,8837.63
42135422860000,DEAN,9084.85
42135422860000,WFMP,9161.24
42135422860000,WFMPB,9465.41
42135422860000,WFMPC,9657.08
42135422860000,WFMPD,9986.25
42135422860000,CNYN,10057.1
42135422860000,STRN,10352.6
42165373960000,DEAN,9630.85
42165373960000,WFMP,9815
42165373960000,WFMPB,9938.52
42165373960000,WFMPC,10104
42165373960000,WFMPD,10412.7
42173333870000,LNRD,4810.63
42173333870000,SPRB,5140.68
42173333870000,SPRBM,5354.4
42173333870000,SPRBL,5687.23
42173333870000,JMLL,6027.87
42173333870000,SPRBS,6088.81
42173333870000,DEAN,6627.9
